item,filename,article_title,in_folder,notes
530,530 - BUILDING CONSUMER-BRAND RELATIONSHIPS IN THE CHANNEL-MIX ERA. THE ROLE OF SELF-BRAND CONNECTION AND PRODUCT INVOLVEMENT.pdf,MOBILE DEPENDENCY AND UNCERTAINTY REDUCTION: INFLUENCE ON SHOWROOMING BEHAVIOURS AND USER-GENERATED CONTENT CREATION,YES,On Google Drive Folder
531,531 - SUPPLY CHAIN COORDINATION WITH FINANCIAL CONSTRAINTS CONSIDERING DELIVERY TIME AND CROSS-CHANNEL SPILLOVER EFFECT.pdf,BUILDING CONSUMER-BRAND RELATIONSHIPS IN THE CHANNEL-MIX ERA. THE ROLE OF SELF-BRAND CONNECTION AND PRODUCT INVOLVEMENT,YES,On Google Drive Folder
532,,SUPPLY CHAIN COORDINATION WITH FINANCIAL CONSTRAINTS CONSIDERING DELIVERY TIME AND CROSS-CHANNEL SPILLOVER EFFECT,NO,On Google Drive Folder
533,533 - ECONOMIC MODELS OF PRICE COMPETITION BETWEEN TRADITIONAL AND ONLINE RETAILING UNDER SHOWROOMING.pdf,BUY ONLINE AND PICK UP IN-STORE': IMPLICATIONS FOR THE STORE INVENTORY,YES,Requested again
534,534 - WHETHER TO ADOPT BUY ONLINE AND RETURN TO STORE STRATEGY IN A COMPETITIVE MARKET.pdf,ECONOMIC MODELS OF PRICE COMPETITION BETWEEN TRADITIONAL AND ONLINE RETAILING UNDER SHOWROOMING,YES,On Google Drive Folder
535,,"WHETHER TO ADOPT ""BUY ONLINE AND RETURN TO STORE"" STRATEGY IN A COMPETITIVE MARKET?",NO,On Google Drive Folder
536,,"OPTIMIZING PRICE, ORDER QUANTITY, AND RETURN POLICY IN THE PRESENCE OF CONSUMER OPPORTUNISTIC BEHAVIOR FOR ONLINE RETAILERS",NO,Requested again
537,537 - AT THE SOURCE OF INTEGRATED INTERACTIONS ACROSS CHANNELS.pdf,WHAT HELP DO YOU NEED FOR YOUR FASHION SHOPPING? A TYPOLOGY OF CURATED FASHION SHOPPERS BASED ON SHOPPING MOTIVATIONS,YES,Requested again
538,538 - INFLUENCE OF PERSONALITY TRAITS ON CHOICE OF RETAIL PURCHASING CHANNEL LITERATURE REVIEW AND RESEARCH AGENDA.pdf,AT THE SOURCE OF INTEGRATED INTERACTIONS ACROSS CHANNELS,YES,On Google Drive Folder
539,539 - IN THE RIGHT PLACE AT THE RIGHT TIME A REVIEW OF MOBILE LOCATION-BASED MARKETING AND A RESEARCH AGENDA.pdf,INFLUENCE OF PERSONALITY TRAITS ON CHOICE OF RETAIL PURCHASING CHANNEL: LITERATURE REVIEW AND RESEARCH AGENDA,YES,On Google Drive Folder
540,540 - THE IMPACT OF E-RETAIL USAGE ON RELATIVE RETAIL PATRONAGE FORMATION.pdf,IN THE RIGHT PLACE AT THE RIGHT TIME: A REVIEW OF MOBILE LOCATION-BASED MARKETING AND A RESEARCH AGENDA,YES,On Google Drive Folder
541,,THE IMPACT OF E-RETAIL USAGE ON RELATIVE RETAIL PATRONAGE FORMATION,NO,On Google Drive Folder
542,542 - WHAT DRIVES CUSTOMERS_ PURCHASE BEHAVIOR IN A CLICK-AND-MORTAR RETAILING CONTEXT A VALUE TRANSFER PERSPECTIVE.pdf,"THE IMPACT OF AI-POWERED TECHNOLOGIES ON AESTHETIC, COGNITIVE AND AFFECTIVE EXPERIENCE DIMENSIONS: A CONNECTED STORE EXPERIMENT",YES,Cancelled by ILL Staff
543,,WHAT DRIVES CUSTOMERS' PURCHASE BEHAVIOR IN A CLICK-AND-MORTAR RETAILING CONTEXT: A VALUE TRANSFER PERSPECTIVE,NO,On Google Drive Folder
544,544 - THE INFLUENCE OF SHOWROOMING ON MILLENNIAL GENERATIONAL COHORTS ONLINE SHOPPING BEHAVIOUR.pdf,ON THE VALUE OF SUBSCRIPTION MODELS FOR ONLINE GROCERY RETAIL,YES,Requested again
545,"545 - COVID-19 REVIEW, ANALYSIS AND FUTURE RESEARCH DIRECTIONS IMPLICATIONS FOR MARKETERS.pdf",THE INFLUENCE OF SHOWROOMING ON MILLENNIAL GENERATIONAL COHORTS ONLINE SHOPPING BEHAVIOUR,YES,On Google Drive Folder
546,"546 - CONSUMER-DRIVEN E-COMMERCE A LITERATURE REVIEW, DESIGN FRAMEWORK, AND RESEARCH AGENDA ON LAST-MILE LOGISTICS MODELS.pdf","COVID-19 REVIEW, ANALYSIS AND FUTURE RESEARCH DIRECTIONS: IMPLICATIONS FOR MARKETERS",YES,On Google Drive Folder
547,547 - AUGMENTED REALITY INTERACTIVE TECHNOLOGY AND INTERFACES A CONSTRUAL-LEVEL THEORY PERSPECTIVE.pdf,"CONSUMER-DRIVEN E-COMMERCE: A LITERATURE REVIEW, DESIGN FRAMEWORK, AND RESEARCH AGENDA ON LAST-MILE LOGISTICS MODELS",YES,On Google Drive Folder
548,548 - IMPACTS OF ONLINE REVIEWS ON BRICK-AND-MORTAR STORES_ OMNICHANNEL RETAIL STRATEGY.pdf,AUGMENTED REALITY INTERACTIVE TECHNOLOGY AND INTERFACES: A CONSTRUAL-LEVEL THEORY PERSPECTIVE,YES,On Google Drive Folder
549,549 - THE ROLE OF TRANSFORMATIONAL ENTREPRENEURSHIP IN MANAGING A DIGITAL PLATFORM THE CASE OF YAMAMAY.pdf,IMPACTS OF ONLINE REVIEWS ON BRICK-AND-MORTAR STORES' OMNICHANNEL RETAIL STRATEGY,YES,On Google Drive Folder
550,550 - IMPROVING SERVICE BRAND PERSONALITY WITH AUGMENTED REALITY MARKETING.pdf,THE ROLE OF TRANSFORMATIONAL ENTREPRENEURSHIP IN MANAGING A DIGITAL PLATFORM: THE CASE OF YAMAMAY,YES,On Google Drive Folder
551,,IMPROVING SERVICE BRAND PERSONALITY WITH AUGMENTED REALITY MARKETING,NO,On Google Drive Folder
552,552 - A DISCRETE SIMULATION-BASED OPTIMIZATION ALGORITHM FOR THE DESIGN OF HIGHLY RESPONSIVE LAST-MILE DISTRIBUTION NETWORKS.pdf,MANUFACTURER'S QUALITY IMPROVEMENT AND RETAILER'S IN-STORE SERVICE IN THE PRESENCE OF CUSTOMER RETURNS,YES,Requested again
553,,A DISCRETE SIMULATION-BASED OPTIMIZATION ALGORITHM FOR THE DESIGN OF HIGHLY RESPONSIVE LAST-MILE DISTRIBUTION NETWORKS,NO,On Google Drive Folder
554,554 - WILL PROVIDING RETURN-FREIGHT-INSURANCES DO MORE GOOD THAN HARM TO DUAL-CHANNEL E-COMMERCE RETAILERS.pdf,MULTICHANNEL CUSTOMER PURCHASE BEHAVIOR AND LONG TAIL EFFECTS IN THE FASHION GOODS MARKET,YES,Requested again
555,,WILL PROVIDING RETURN-FREIGHT-INSURANCES DO MORE GOOD THAN HARM TO DUAL-CHANNEL E-COMMERCE RETAILERS?,NO,On Google Drive Folder
556,556 - ONLINE AND OFFLINE RETAILING WHAT WE KNOW AND DIRECTIONS FOR FUTURE RESEARCH.pdf,ENHANCING BRICK-AND-MORTAR STORE SHOPPING EXPERIENCE WITH AN AUGMENTED REALITY SHOPPING ASSISTANT APPLICATION USING PERSONALIZED RECOMMENDATIONS AND EXPLAINABLE ARTIFICIAL INTELLIGENCE,YES,On Google Drive Folder
557,557 - PRICING AND ADVERTISING DECISIONS IN O2O SUPPLY CHAIN WITH THE PRESENCE OF CONSUMERS_ ANTICIPATED REGRET.pdf,ONLINE AND OFFLINE RETAILING: WHAT WE KNOW AND DIRECTIONS FOR FUTURE RESEARCH,YES,On Google Drive Folder
558,558 - SUPPLY CHAIN STUDY IN FOOD INDUSTRY IN BULGARIA.pdf,PRICING AND ADVERTISING DECISIONS IN O2O SUPPLY CHAIN WITH THE PRESENCE OF CONSUMERS' ANTICIPATED REGRET,YES,On Google Drive Folder
559,559 - THE PRACTICABLE ASPECT OF THE OMNI-CHANNEL RETAILING STRATEGY AND ITS IMPACT ON CUSTOMER LOYALTY.pdf,SUPPLY CHAIN STUDY IN FOOD INDUSTRY IN BULGARIA,YES,On Google Drive Folder
560,560 - COMPETING IN THE AGE OF OMNICHANNEL RETAILING.pdf,THE PRACTICABLE ASPECT OF THE OMNI-CHANNEL RETAILING STRATEGY AND ITS IMPACT ON CUSTOMER LOYALTY,YES,On Google Drive Folder
561,561 - STORE OF THE FUTURE TOWARDS A (RE)INVENTION AND (RE)IMAGINATION OF PHYSICAL STORE SPACE IN AN OMNICHANNEL CONTEXT.pdf,COMPETING IN THE AGE OF OMNICHANNEL RETAILING,YES,On Google Drive Folder
562,,STORE OF THE FUTURE: TOWARDS A (RE)INVENTION AND (RE)IMAGINATION OF PHYSICAL STORE SPACE IN AN OMNICHANNEL CONTEXT,NO,On Google Drive Folder
